character,gender,good_vs_bad,universe,first_movie,release_year,sentiment_score
El Chupacabra,Male,Neutral,Disney,Planes,2013,5.3532959151855275
Franz,Male,Neutral,Disney,Planes,2013,5.607172413793101
Harvey and Winnie,Female,Hero,Other,Planes: Fire & Rescue,2014,5.445898123324397
Ishani,Female,Heroine,Disney,Planes,2013,5.458561821003618
Leadbottom,Male,Neutral,Disney,Planes,2013,5.368038632986624
Lil' Dipper,Female,Heroine,Disney,Planes: Fire & Rescue,2014,5.35202569169961
Nick Loopin' Lopez,Male,Neutral,Disney,Planes: Fire & Rescue,2014,5.3088154269972465
Ol' Jammer,Male,Neutral,Disney,Planes: Fire & Rescue,2014,5.463981481481484
Rochelle,Female,Neutral,Disney,Planes,2013,5.4544523470839295
Roper,Male,Neutral,Disney,Planes,2013,5.3389603960396
Ryker,Male,Neutral,Disney,Planes,2013,5.357011952191236
Smokejumpers,Female,Neutral,Disney,Planes: Fire & Rescue,2014,5.321016713091918
Windlifter,Male,Neutral,Disney,Planes: Fire & Rescue,2014,5.335545378850959
John Reid,Male,Hero,Other,The Lone Ranger,2013,5.401880841121495
Blue Grit,Male,Hero,Pixar,None,None,5.471189427312771
Idle Threat,Male,Hero,Pixar,None,None,5.415239130434779
Shifty Sidewinder,Male,Hero,Pixar,None,None,5.506406844106464
Jeff Gorvette,Male,Neutral,Pixar,Cars 2,2011,5.534731903485251
Galatea,Female,Heroine,Disney,None,None,5.5604074074074035
Achilles,Male,Neutral,Disney,The Hunchback of Notre Dame,1996,5.392433862433862
Aconcagua,Male,Villain,Disney,Saludos Amigos,1942,5.509830508474577
Pedro (character),Male,Hero,Disney,Saludos Amigos,1942,5.549162112932603
Mama Plane,Female,Heroine,Disney,Saludos Amigos,1942,5.675342465753428
Papa Plane,Male,Hero,Disney,Saludos Amigos,1942,5.593577235772362
Lele,Female,Neutral,Pixar,None,None,5.642511848341229
Becky,Female,Neutral,Other,None,None,None
Stan Litwak,Male,Neutral,Disney,Wreck-It Ralph,2012,5.456004366812225
Dolly (101 Dalmatian Street),Female,Heroine,Disney,None,None,5.43181363636363
Adam Banks,Male,Neutral,Disney,None,None,5.4127156549520725
Charlie Conway,Male,Hero,Disney,The Mighty Ducks,1992,5.507319201995013
Evan Morrow,Male,Neutral,Disney,None,None,5.509070512820513
Fulton Reed,Male,Hero,Disney,The Mighty Ducks,1992,5.406805721096542
Gerald Ducksworth,Male,Villain,Disney,None,None,5.408376068376068
Gordon Bombay,Male,Hero,Disney,The Mighty Ducks,1992,5.381197471178882
Jack Reilly,Male,Villain,Disney,None,None,5.3386317321688495
Julie Gaffney,Female,Heroine,Disney,None,None,5.587812499999998
Lauren Gibby,Female,Neutral,Disney,None,None,5.895438596491226
Philip Banks,Male,Neutral,Disney,None,None,5.3889189189189155
Casey Conway,Female,Neutral,Disney,None,None,5.448340611353713
Greg Goldberg,Male,Hero,Disney,The Mighty Ducks,1992,5.432186147186145
Linda (The Mighty Ducks),Female,Neutral,Disney,None,None,5.428960176991144
Russ Tyler,Male,Hero,Disney,None,None,5.461448598130841
Ted Orion,Male,Neutral,Disney,None,None,5.460058139534878
Alex Morrow,Female,Neutral,Disney,None,None,5.456947791164653
Nick Ganz,Male,Neutral,Disney,None,None,5.786306306306305
Sofi Hanson-Bhatt,Female,Neutral,Disney,None,None,5.448315889628925
Coach T,Male,Villain,Disney,None,None,5.351429980276129
Dean Portman,Male,Hero,Disney,D2: The Mighty Ducks,1994,5.465590909090905
Ken Wu,Male,Hero,Disney,None,None,5.39646551724137
Jan,Male,Neutral,Disney,None,None,5.496428571428565
Connie Moreau,Female,Heroine,Disney,The Mighty Ducks,1992,5.468653576437585
Dave Karp,Male,Hero,Disney,None,None,5.543130434782611
Dwayne Robertson,Male,Hero,Disney,None,None,5.54483870967742
Guy Germaine,Male,Hero,Disney,None,None,5.500946502057613
Hans (The Mighty Ducks),Other,Neutral,Disney,The Mighty Ducks,1992,5.464156729131177
Jesse Hall,Male,Neutral,Disney,None,None,5.423636363636366
Lester Averman,Male,Hero,Disney,The Mighty Ducks,1992,5.379795918367345
Logan LaRue,Male,Neutral,Disney,None,None,5.518716707021794
Luis Mendoza,Male,Hero,Disney,None,None,5.416880341880344
Peter Mark,Male,Hero,Disney,The Mighty Ducks,1992,5.525181347150258
Tammy Duncan,Female,Heroine,Disney,The Mighty Ducks,1992,5.521568627450979
Terry Hall,Male,Hero,Disney,None,None,5.499424460431654
Tommy Duncan,Male,Neutral,Disney,None,None,5.5054901960784335
Wolf Stansson,Male,Villain,Disney,D2: The Mighty Ducks,1994,5.355248796147672
Maya Kasper,Female,Neutral,Disney,None,None,5.828347826086954
Coach Wilson,Male,Villain,Disney,None,None,5.49312195121951
Adam Davenport,Male,Hero,Disney,None,None,5.4848151332760064
Bree Davenport,Female,Heroine,Disney,None,None,5.536329879101891
Chase Davenport,Male,Neutral,Disney,None,None,5.382851711026625
Daniel Davenport,Male,Hero,Disney,None,None,5.596767241379313
Donald Davenport,Male,Neutral,Disney,None,None,5.630230414746543
Douglas Davenport,Male,Hero,Disney,None,None,5.453650568181815
Leo Dooley,Male,Neutral,Disney,None,None,5.472682193839217
Marcus Davenport,Male,Villain,Disney,None,None,5.493108320251174
Tasha Davenport,Female,Neutral,Disney,None,None,5.528593073593073
Skylar Storm,Female,Heroine,Disney,None,None,5.489188092016233
Kaz,Male,Hero,Disney,None,None,5.461663652802892
Oliver (Mighty Med),Male,Hero,Disney,None,None,5.524563662374818
Troy West,Other,Villain,Disney,None,None,5.501011235955058
Eddy (Lab Rats),Other,Neutral,Disney,None,None,5.4676875
Alan Diaz,Male,Neutral,Disney,None,None,5.438666666666664
Gus (Mighty Med),Male,Neutral,Disney,None,None,5.523404255319149
Megahertz,Other,Villain,Disney,None,None,5.393837209302326
The Annihilator,Male,Villain,Other,None,None,5.3144230769230765
Bree Henderson,Female,Villain,Disney,None,None,5.59119266055046
Adam Henderson,Male,Villain,Other,None,None,5.305769230769231
Adam Szalinski,Male,Hero,Disney,"Honey, I Blew Up the Kid",None,5.544188255613125
Amy Szalinski,Female,Heroine,Disney,"Honey, I Shrunk the Kids",1989,5.478648648648655
Clifford Sterling,Male,Hero,Disney,"Honey, I Blew Up the Kid",None,5.390437636761487
Diane Szalinski,Female,Heroine,Disney,"Honey, I Shrunk the Kids",1989,5.442306569343072
Dr. Charles Hendrickson,Male,Villain,Disney,"Honey, I Blew Up the Kid",None,5.308725728155333
Gordon Szalinski,Male,Neutral,Disney,"Honey, We Shrunk Ourselves",1997,5.634166666666662
Jenny Szalinski,Female,Neutral,Disney,"Honey, We Shrunk Ourselves",1997,5.857091836734695
Mandy Park,Female,Heroine,Disney,"Honey, I Blew Up the Kid",None,5.497697368421049
Mitch Szalinski,Male,Neutral,Other,"Honey, We Shrunk Ourselves",1997,5.785306122448978
Nick Szalinski,Male,Hero,Disney,"Honey, I Shrunk the Kids",1989,5.452360294117643
Patti Szalinski,Female,Neutral,Disney,"Honey, We Shrunk Ourselves",1997,5.57097744360902
Quark,Male,Hero,Disney,"Honey, I Shrunk the Kids",1989,5.679379844961244
Antie,Male,Hero,Disney,"Honey, I Shrunk the Kids",1989,5.487500000000002
Mae Thompson,Female,Neutral,Disney,"Honey, I Shrunk the Kids",1989,5.711575342465756
Ron Thompson,Male,Hero,Disney,"Honey, I Shrunk the Kids",1989,5.440676328502411
"Russ Thompson, Jr.",Male,Hero,Disney,"Honey, I Shrunk the Kids",1989,5.432013729977117
"Russ Thompson, Sr.",Male,Neutral,Disney,"Honey, I Shrunk the Kids",1989,5.349116575591982
The Scorpion,Other,Villain,Disney,"Honey, I Shrunk the Kids",1989,5.217281105990783
Tommy Pervis,Male,Neutral,Disney,"Honey, I Shrunk the Kids",1989,5.5495604395604365
Don Forrester,Male,Neutral,Disney,None,None,5.530944881889763
Gloria Forrester,Female,Neutral,Disney,None,None,5.566990291262137
Titus,Male,Villain,Marvel,None,None,5.16170568561873
Wizard (Marvel),Male,Villain,Marvel,None,None,5.527953216374266
Frightful Four,Other,Villain,Marvel,None,None,5.630545454545457
Thundra (Marvel),Female,Neutral,Marvel,None,None,5.586470588235293
Angela (Marvel),Other,Heroine,Marvel,None,None,5.569743589743593
Victoria of Spartax,Female,Neutral,Disney,None,None,5.666206896551725
Lela,Female,Heroine,Disney,Teen Beach Movie,2013,5.716324435318274
Addison,Female,Heroine,Disney,None,None,5.718550724637681
Marcus Little,Male,Neutral,Disney,None,None,5.498993435448571
Woody Fink,Male,Neutral,Disney,The Suite Life Movie,2011,5.544250457038386
Maddie Fitzpatrick,Female,Heroine,Disney,None,None,5.643218749999999
Marion Moseby,Male,Neutral,Disney,The Suite Life Movie,2011,5.510386996904011
Barbara Brownstein,Female,Hero,Disney,None,None,5.5290566037735855
Bob (The Suite Life),Male,Neutral,Disney,None,None,5.580095238095237
CALLIE,Other,Villain,Disney,None,None,5.582760416666667
Carey Martin,Female,Heroine,Disney,None,None,5.6399092558983615
Ilsa Schicklgrubermeiger,Female,Villain,Disney,None,None,5.474987405541562
Jessica and Janice Ellis,Female,Neutral,Disney,None,None,5.685544554455445
Kurt Martin,Male,Neutral,Disney,None,None,5.607526041666663
Brandi Tipton,Female,Neutral,Other,None,None,5.522631578947366
Chelsea Brimmer,Female,Neutral,Disney,None,None,5.647212121212119
Corrie,Female,Neutral,Other,None,None,5.8530136986301375
Lance Fishman,Male,Neutral,Disney,None,None,5.474402173913044
Mary Margaret,Female,Heroine,Disney,None,None,5.793300000000001
Max Russo,Male,Hero,Disney,Wizards of Waverly Place: The Movie,2009,5.500909918107365
Maya Bennett,Female,Neutral,Disney,None,None,5.50944214876033
Raven Baxter,Female,Heroine,Disney,None,None,5.534306569343073
Wilfred Tipton,Male,Neutral,Disney,None,None,5.44227146814404
Becky Moldune,Female,Neutral,Other,None,None,5.568415300546453
Col. Prescott,Male,Neutral,Disney,None,None,5.452469512195124
Jason Harrington,Male,Neutral,Disney,None,None,5.6084146341463414
Arwin Hochauser,Male,Neutral,Disney,None,None,5.542422192151549
Rose Moseby,Female,Neutral,Disney,None,None,5.578454773869342
Spencer Moseby,Male,Villain,Disney,None,None,5.518398656215007
The Meanager,Male,Villain,Disney,None,None,5.518763440860215
Dana Wohl,Female,Villain,Disney,None,None,5.6326785714285705
Dr. Evilini,Female,Villain,Other,None,None,5.4269322709163355
Felix (Wizards of Waverly Place),Male,Neutral,Disney,None,None,5.402595744680848
Gorog,Male,Villain,Disney,None,None,5.383825757575759
Harper Finkle,Female,Heroine,Disney,Wizards of Waverly Place: The Movie,2009,5.482631021704604
Hershel Laritate,Male,Neutral,Disney,None,None,5.523448979591832
Hugh Normous,Male,Neutral,Disney,None,None,5.387365591397849
Jerko Phoenix,Male,Villain,Other,None,None,5.317126436781609
Jerry Russo,Male,Neutral,Disney,Wizards of Waverly Place: The Movie,2009,5.5617503805175
Juliet Van Heusen,Female,Heroine,Disney,None,None,5.401641791044767
Kelbo Russo,Male,Neutral,Disney,None,None,5.529675090252709
Mason Greyback,Male,Hero,Disney,None,None,5.667340425531917
Megan Russo,Female,Heroine,Disney,None,None,5.584049844236759
Professor Crumbs,Male,Neutral,Disney,None,None,5.389897330595478
Ronald Longcape Jr.,Male,Villain,Disney,None,None,5.375241379310345
Rosie (Wizards of Waverly Place),Female,Heroine,Disney,None,None,5.444605504587156
Stevie Nichols,Female,Villain,Disney,None,None,5.413900414937761
Theresa Russo,Female,Neutral,Disney,Wizards of Waverly Place: The Movie,2009,5.593333333333332
Warren Nichols,Male,Neutral,Disney,None,None,5.358415841584155
Zeke Beakerman,Male,Hero,Disney,None,None,5.553076923076923
Alice Baxter,Female,Heroine,Disney,None,None,5.7471641791044785
Amber Algoode,Female,Villain,Disney,None,None,5.398367346938778
Booker Baxter-Carter,Male,Hero,Disney,None,None,5.833615384615384
Cory Baxter,Male,Hero,Disney,None,None,5.554883435582819
Devon Carter,Male,Neutral,Disney,None,None,5.578772845952999
Donna Cabonna,Female,Villain,Disney,None,None,5.508232044198896
Dr. Sleevemore,Male,Neutral,Disney,None,None,5.4918691588785045
Eddie Thomas,Male,Hero,Disney,None,None,5.55996363636363
Levi Grayson,Male,Hero,Disney,None,None,5.822431192660551
Nadine Carter,Female,Neutral,Disney,None,None,5.387867647058822
Nia Baxter-Carter,Female,Heroine,Disney,None,None,5.7213333333333365
Paisley,Female,Villain,Disney,None,None,5.484165261382797
President Richard Martinez,Male,Hero,Disney,None,None,5.613933518005538
Tanya Baxter,Female,Heroine,Disney,None,None,5.695869565217388
Tawni Hart,Female,Villain,Disney,None,None,5.4765451174289215
Tendaji,Male,Neutral,Disney,None,None,5.675811138014529
Tess O'Malley,Female,Heroine,Disney,None,None,5.746877828054301
Victor Baxter,Male,Hero,Disney,None,None,5.608271604938267
Vivian,Female,Neutral,Disney,None,None,5.56
Adelbert's Father,Male,Neutral,Disney,None,None,5.543481228668937
Adelbert,Male,Villain,Disney,Mickey's Good Deed,1932,5.489433962264152
Adelle (Epic Mickey),Female,Neutral,Disney,None,None,5.612195121951221
Quirin,Male,Hero,Disney,None,None,5.373554562858963
The Baron,Other,Villain,Disney,None,None,5.2411804767309835
Cassandra (Chip 'n Dale Rescue Rangers),Female,Neutral,Disney,None,None,5.627729468599033
Fidella,Female,Heroine,Disney,Tangled: Before Ever After,2017,5.406156648451728
Owl (Tangled),Male,Neutral,Disney,Tangled: Before Ever After,2017,5.443161993769475
Ruddiger,Male,Neutral,Disney,None,None,5.298292035398223
Attila,Male,Hero,Disney,Tangled,2010,5.389595202398797
Hamuel,Male,Neutral,Disney,None,None,5.390816831683168
Xavier (Tangled),Male,Hero,Disney,Tangled,2010,5.296846590909085
Calliope (Tangled),Female,Neutral,Disney,None,None,5.338847795163583
Fernanda Pizazzo,Female,Neutral,Disney,None,None,5.702971014492752
Pete and Stan,Male,Neutral,Disney,Tangled,2010,5.310928882438314
Old Lady Crowley,Female,Neutral,Disney,Tangled: Before Ever After,2017,5.438158844765344
Ruthless Ruth,Female,Neutral,Disney,None,None,5.2989510489510465
Stabbington Brothers,Male,Villain,Disney,Tangled,2010,5.404031563845042
Quigley and Abba-Dabba,Other,Villain,Disney,None,None,5.4050526315789496
Axel (Tangled),Male,Villain,Disney,None,None,5.294814814814815
King Trevor,Male,Villain,Disney,None,None,5.435454545454541
Monty (Tangled),Male,Neutral,Disney,None,None,5.419278169014082
Ulf,Male,Hero,Disney,Tangled,2010,5.4291466083151025
Vex,Female,Heroine,Disney,None,None,5.2937926675094795
Uumlaut,Female,Neutral,Disney,None,None,5.371629072681703
Anthony the Weasel,Male,Villain,Disney,None,None,5.194626086956523
San,Female,Heroine,Other,Princess Mononoke,1997,5.533127819548876
Big Nose,Male,Hero,Disney,Tangled,2010,5.517205387205385
Friedborg,Female,Neutral,Disney,None,None,5.4592366412213735
Nigel (Tangled),Male,Neutral,Disney,None,None,5.348268792710708
Cinderella's Mother (Into the Woods),Female,Neutral,Disney,Into the Woods,2014,5.758877551020407
Dr. Terminus,Male,Villain,Disney,Pete's Dragon,1977,5.370172642762276
Gavin Magary,Male,Villain,Disney,Pete's Dragon,1977,5.363587360594792
Grace Meacham,Female,Heroine,Disney,Pete's Dragon,1977,5.435299947835152
Hoagy,Male,Villain,Disney,Pete's Dragon,1977,5.297027027027028
Miss Taylor,Female,Neutral,Disney,Pete's Dragon,1977,5.334547872340425
Nora,Female,Heroine,Disney,Pete's Dragon,1977,5.454990583804139
Paul,Male,Neutral,Disney,Pete's Dragon,1977,5.452295081967215
Pete (Pete's Dragon),Male,Hero,Disney,Pete's Dragon,1977,5.382691999999999
The Gogans,Other,Villain,Disney,Pete's Dragon,1977,5.342336065573769
Noel,Male,Hero,Disney,None,None,5.488546255506605
Roma,Male,Neutral,Other,None,None,5.687784431137727
Sofia the Worst,Female,Villain,Disney,None,None,5.366628930817608
Baker's Father,Male,Neutral,Disney,Into the Woods,2014,5.524511784511784
Baker's Wife,Female,Heroine,Disney,Into the Woods,2014,5.529421296296291
Cinderella (Into the Woods),Female,Heroine,Disney,Into the Woods,2014,5.492749301025162
Feldspar,Male,Neutral,Disney,None,None,5.3695999999999975
He-Lectrix,Male,Hero,Disney,Incredibles 2,2018,5.4505379746835425
Krushauer,Male,Hero,Pixar,Incredibles 2,2018,5.400518731988474
Mezmerella,Female,Villain,Pixar,None,None,5.4226470588235305
Reflux,Male,Hero,Pixar,Incredibles 2,2018,5.426228710462288
Screech,Male,Hero,Disney,Incredibles 2,2018,5.478791946308726
Belle (A Christmas Carol),Female,Heroine,Disney,The Muppet Christmas Carol,None,5.837827586206895
Fan,Female,Heroine,Disney,A Christmas Carol,2009,5.895878787878789
ID9 Seeker Droid,Other,Villain,Other,None,None,5.360200000000002
Sersi,Female,Heroine,Marvel,Eternals,None,5.439781250000001
Sprite (Marvel),Female,Heroine,Marvel,Eternals,None,5.651176470588233
Imanuel Doza,Male,Hero,Other,None,None,5.551785714285715
Neeku Vozo,Male,Hero,Other,None,None,5.185751633986925
Tam Ryvora,Female,Heroine,Other,None,None,5.214640287769784
Mishti Patel,Female,Neutral,Disney,None,None,5.602615803814716
K-2SO,Other,Hero,Other,Rogue One,2016,5.372142857142859
Lyra Erso,Female,Heroine,Other,Rogue One,2016,5.38875
Morad Sumar,Male,Hero,Other,None,None,5.24549848942598
Wullf Yularen,Male,Hero,Star Wars,Star Wars: A New Hope,None,5.2336218678815465
Elrik Vonreg,Male,Villain,Other,None,None,5.29072072072072
Pyre,Male,Villain,Other,None,None,5.231712887438821
Torra Doza,Female,Heroine,Other,None,None,5.275468277945619
Fives,Male,Hero,Star Wars,None,None,5.236645962732917
Cut Lawquane,Male,Hero,Star Wars,None,None,5.246120218579235
Jai Kell,Male,Hero,Other,None,None,5.328829787234043
Clyde (Mary Poppins),Male,Neutral,Disney,Mary Poppins Returns,2018,5.561770334928226
Miss Lark,Female,Neutral,Disney,Mary Poppins,1964,5.624425770308122
Penny Farthing,Female,Neutral,Disney,Mary Poppins Returns,2018,5.5915238095238085
Mr. Dawes Sr.,Male,Villain,Disney,Mary Poppins,1964,5.405455341506132
Mrs. Brill,Female,Neutral,Disney,Mary Poppins,1964,5.527237569060775
Angus (Mary Poppins),Male,Neutral,Disney,Mary Poppins Returns,2018,5.711312741312741
Steamer Captain,Male,Hero,Disney,Around the World in 80 Days,2004,5.567786377708978
Christopher Robin's Mother,Female,Neutral,Disney,The Book of Pooh: Stories from the Heart,2001,5.6740976645435195
Crud,Male,Villain,Disney,None,None,5.345067961165042
Heffalumps,Female,Heroine,Disney,The Many Adventures of Winnie the Pooh,1977,5.475907668231611
Woozles,Male,Villain,Disney,The Many Adventures of Winnie the Pooh,1977,5.496540755467199
Anga,Female,Heroine,Disney,None,None,5.410069318866787
Claudius,Male,Neutral,Disney,None,None,5.288526315789469
Fuli,Female,Heroine,Disney,The Lion Guard: Return of the Roar,2015,5.4610026269702265
